lat,lon,irrigation_result,tmin,tmax,prcp,cropland,elevation_result,,,,,,,
31.61339162,-110.0215877,0,13.02999973,27.05999947,2.190000057,152,1381,,,,,,,
35.70341711,-109.4984042,0,3.950000048,22.44000053,0,152,2007,,,,,,,
33.80398086,-109.8348705,0,5.380000114,20.90999985,0,142,2069,,,,,,,
35.72580135,-109.4453243,0,3.809999943,22.17000008,0,152,2048,,,,,,,
32.69859394,-111.0291395,0,17.35000038,30.79000092,0,152,982,,,,,,,
35.27499889,-109.7770226,0,5.320000172,24.60000038,0,152,1730,,,,,,,
36.41138927,-109.0919809,0,5.25,15.78999996,0,142,2693,,,,,,,
36.19383906,-111.2121156,0,8.93999958,24.87999916,0,152,1594,,,,,,,
31.38710782,-109.1268197,0,8.899999619,26.51000023,0,152,1296,,,,,,,
31.80984462,-109.803104,0,11.97000027,26.77000046,5.78000021,152,1416,,,,,,,
34.50378949,-111.8833118,0,10.09000015,27.04000092,0,152,1452,,,,,,,
36.74540438,-109.2266201,0,5.03000021,19.35000038,0,142,2289,,,,,,,
31.63371851,-109.1891123,0,8.470000267,25.81999969,9.970000267,152,1403,,,,,,,
33.76570116,-109.265667,0,3.170000076,16.61000061,0,142,2608,,,,,,,
32.06325568,-111.2934826,0,16.57999992,30.77000046,2.650000095,152,803,,,,,,,
33.53544526,-110.0285971,0,7.75,23.89999962,0,142,1780,,,,,,,
36.2131526,-111.2424691,0,8.920000076,24.77000046,0,131,1616,,,,,,,
33.37916427,-110.8060207,0,13.28999996,28.51000023,0,152,1202,,,,,,,
32.99695387,-111.6536494,0,18.90999985,34.24000168,0,152,443,,,,,,,
33.27558262,-110.4503846,2,14.72000027,31.82999992,0,152,770,,,,,,,
32.14522666,-111.1417207,0,18.15999985,31.85000038,1.799999952,152,738,,,,,,,
35.65985741,-110.8713497,0,7.170000076,25.03000069,0,152,1636,,,,,,,
31.85533791,-110.8946036,0,16.62999916,30.17000008,6.570000172,152,993,,,,,,,
36.95708716,-110.3069861,0,7.599999905,25.12000084,0,152,1540,,,,,,,
36.59367457,-111.559178,0,8.630000114,22.40999985,0,152,1965,,,,,,,
36.8888486,-109.9095651,0,6.070000172,25.17000008,0,152,1555,,,,,,,
34.30829177,-109.8185666,0,5.329999924,21.68000031,0,142,2046,,,,,,,
33.57116922,-110.8339455,5,12.02999973,27.11000061,0,152,1290,,,,,,,
31.85169766,-110.7033413,0,13.72000027,27.34000015,6.929999828,152,1397,,,,,,,
36.52336295,-109.4859766,0,4.690000057,24.46999931,0,152,1625,,,,,,,
33.86589818,-110.2121594,0,8.880000114,25.23999977,0,142,1504,,,,,,,
33.7588461,-111.8243887,0,19.27000046,31.81999969,0,152,840,,,,,,,
31.98532724,-110.5817062,0,15.18000031,29.01000023,7.309999943,152,1104,,,,,,,
33.09125157,-111.1605581,0,17.89999962,33.36999893,0,152,556,,,,,,,
34.02733207,-111.0306017,0,10.52999973,24.95000076,0,152,1502,,,,,,,
31.6031518,-109.790239,0,12.22999954,27.57999992,2.059999943,61,1288,,,,,,,
35.15653029,-111.6281557,0,2.559999943,21.03000069,0,142,2140,,,,,,,
36.90983827,-110.6621363,0,8.659999847,23.36000061,0,152,1939,,,,,,,
34.33676204,-111.5669954,0,11.81000042,24.52000046,0,142,1722,,,,,,,
34.36757294,-110.1786095,0,6.489999771,23.12999916,0,121,1885,,,,,,,
35.56474539,-110.8546163,0,7.909999847,25.77000046,0,152,1531,,,,,,,
35.80428522,-109.8069084,0,4.829999924,22.60000038,0,152,2019,,,,,,,
32.70545433,-109.1895091,0,9.079999924,27,0,152,1310,,,,,,,
34.76572378,-111.0065935,0,7.380000114,22.87999916,0,152,1867,,,,,,,
35.8550099,-110.3003087,0,5.949999809,24.26000023,0,152,1789,,,,,,,
35.71620122,-109.4417769,0,3.819999933,22.10000038,0,152,2069,,,,,,,
33.50288672,-110.4633793,0,11.94999981,28.48999977,0,152,1085,,,,,,,
34.6401268,-110.7112628,0,6.630000114,23.09000015,0,142,1807,,,,,,,
32.50144773,-109.8617484,0,11.68000031,26.39999962,0,152,1451,,,,,,,
35.75922752,-111.6484937,0,5.610000134,22.94000053,0,131,1838,,,,,,,
34.47223333,-110.4238897,0,6.519999981,22.73999977,0,152,1907,,,,,,,
32.48300005,-111.1269247,0,18.45000076,31.96999931,0,152,785,,,,,,,
36.54623072,-111.7836076,0,9.710000038,24.68000031,0,152,1567,,,,,,,
34.52534305,-111.6863829,0,9.619999886,25.85000038,0,142,1618,,,,,,,
33.26722143,-109.8576872,0,9.899999619,25.79000092,0,152,1538,,,,,,,
34.81997896,-109.089695,0,2.829999924,25.01000023,0,152,1844,,,,,,,
31.47048437,-110.2730077,0,12.47000027,26.73999977,1.179999948,152,1484,,,,,,,
31.69220645,-110.8477428,0,5.940000057,19.23999977,10.75,142,2658,,,,,,,
36.10642503,-109.5738124,0,4.349999905,24.43000031,0,152,1688,,,,,,,
34.80125151,-110.9287391,0,7.449999809,23.64999962,0,152,1783,,,,,,,
31.7449899,-109.3172056,0,9.840000153,23.21999931,17.14999962,142,1924,,,,,,,
36.25636293,-109.9248994,2,5.869999886,21.15999985,0,142,2171,,,,,,,
31.57659768,-111.7646866,0,13.22999954,31.48999977,0.2399999946,176,774,,,,,,,
34.58190796,-109.3263962,0,5.599999905,25.39999962,0,152,1728,,,,,,,
32.31432426,-109.2709694,0,10.88000011,29.19000053,0,152,1087,,,,,,,
33.55869003,-110.1461998,0,8.100000381,24.40999985,0,152,1626,,,,,,,
36.85185969,-110.6968823,0,8.630000114,22.73999977,0,131,2073,,,,,,,
34.18222491,-111.9036837,0,13.10999966,26.01000023,0,152,1731,,,,,,,
34.8694267,-110.8520092,0,7.420000076,24.46999931,0,152,1686,,,,,,,
34.64990245,-110.2581986,0,6.679999828,23.76000023,0,152,1792,,,,,,,
33.72097995,-110.2585953,0,9.569999695,25.80999947,0,142,1521,,,,,,,
35.74264268,-110.0111381,0,5.369999886,22.57999992,0,152,2033,,,,,,,
32.33798204,-109.7493527,0,11.86999989,27.28000069,0,152,1339,,,,,,,
33.53839625,-109.6355197,0,6.5,21.68000031,0,142,2000,,,,,,,
35.03047059,-110.7798379,0,8.260000229,26.05999947,0,152,1516,,,,,,,
32.98808231,-109.9784937,0,14.14000034,30.95999908,0,152,890,,,,,,,
36.94606506,-111.4575667,0,12.06999969,26.04000092,0,152,1124,,,,,,,
35.78201474,-110.0053875,0,5.329999924,22.68000031,0,152,2005,,,,,,,
35.63214974,-111.8200377,0,3.880000114,21.87999916,0,152,1966,,,,,,,
33.52089923,-111.0335877,2,13.78999996,28.45999908,0,152,1133,,,,,,,
33.74974866,-110.877464,0,11.07999992,25.82999992,0,152,1296,,,,,,,
35.878961,-111.0478663,0,7.130000114,24.37999916,0,152,1703,,,,,,,
36.87299874,-111.5128813,0,11.78999996,25.46999931,0,176,1310,,,,,,,
33.48093965,-110.7059003,2,10.92000008,26.39999962,0,152,1422,,,,,,,
36.41887961,-109.2011459,0,4.650000095,21.19000053,0,152,2058,,,,,,,
32.76637205,-110.3357199,2,13.38000011,27.69000053,0,152,1377,,,,,,,
34.68883251,-109.7085961,0,6.389999866,25.32999992,0,152,1667,,,,,,,
35.708549,-109.4878961,0,3.910000086,22.46999931,0,176,2018,,,,,,,
33.5879895,-109.2832913,0,5.099999905,20.53000069,0,142,2169,,,,,,,
36.01939031,-110.5699797,0,6.599999905,23.79000092,0,152,1841,,,,,,,
31.64125188,-110.7735071,0,12.53999996,26.70000076,7.079999924,152,1471,,,,,,,
32.20157173,-109.7865623,0,12.09000015,27.71999931,0,176,1264,,,,,,,
36.5263214,-110.7706153,0,8.550000191,23.52000046,0,152,1862,,,,,,,
35.68330379,-109.7983533,0,4.800000191,22.86000061,0,152,1980,,,,,,,
34.1072766,-110.3177433,0,6.800000191,23.12999916,0,142,1720,,,,,,,
31.90551647,-111.0071526,0,16.70999908,30.11000061,5.570000172,152,969,,,,,,,
32.80853659,-110.1749944,0,11.81000042,26.46999931,0,152,1506,,,,,,,
35.03290435,-110.4824692,0,7.679999828,26.04000092,0,152,1516,,,,,,,
34.04759113,-111.5176249,0,14.88000011,25.90999985,0,142,1525,,,,,,,
32.81274917,-110.3402518,0,14.43000031,29.14999962,0,152,1176,,,,,,,
34.09407092,-110.7578609,0,8.489999771,23.34000015,0,142,1739,,,,,,,
34.16125102,-110.9854113,0,9.579999924,24.5,0,142,1639,,,,,,,
34.80370335,-110.0230502,0,6.539999962,25.62000084,0,152,1588,,,,,,,
36.83402,-111.1315192,0,10.60999966,24.29999924,0,152,1587,,,,,,,
33.34512421,-109.8218904,0,8.199999809,22.11000061,0,142,2215,,,,,,,
36.84305392,-111.2247109,0,12.02999973,25.71999931,0,152,1326,,,,,,,
34.3881224,-111.0297909,0,8.479999542,18.69000053,0,142,2381,,,,,,,
31.56695682,-109.314678,0,9.449999809,25.48999977,12.75,152,1497,,,,,,,
34.25574451,-110.3005723,0,6.840000153,20.86000061,0,142,2129,,,,,,,
36.72850722,-111.3214666,0,10.27000046,23.87999916,0,152,1678,,,,,,,
32.00382717,-111.4806385,0,15.17000008,29.27000046,1.549999952,152,1013,,,,,,,
35.74545539,-109.2979668,0,3.539999962,20.65999985,0,142,2266,,,,,,,
31.66547632,-109.4553365,0,10.64999962,25.79999924,7.139999866,152,1520,,,,,,,
36.73732521,-110.4840335,0,8.06000042,21.95000076,0,131,2013,,,,,,,
34.35283679,-111.5355386,0,11.60000038,23.44000053,0,142,1658,,,,,,,
35.71703908,-111.0082517,0,6.960000038,24.37999916,0,152,1684,,,,,,,
36.65825312,-111.5560301,0,9.409999847,22.75,0,176,1901,,,,,,,
33.01670263,-110.4684975,5,13.68000031,28.71999931,0,152,1279,,,,,,,
33.57075487,-109.4746622,0,4.96999979,19.15999985,0,142,2330,,,,,,,
35.12889143,-111.2896251,0,6.869999886,23.17000008,0,152,1826,,,,,,,
36.15448245,-110.1139786,0,6.139999866,22,0,142,2082,,,,,,,
35.98363182,-110.2818992,0,5.980000019,23.62999916,0,152,1875,,,,,,,
36.46197523,-109.669703,0,5.050000191,24.15999985,0,152,1708,,,,,,,
35.81985824,-109.0723319,0,2.910000086,21.23999977,0,142,2205,,,,,,,
33.63308268,-109.4895256,0,5.269999981,20.23999977,0,142,2209,,,,,,,
33.67841346,-111.7902191,3,18.94000053,32.02000046,0,152,828,,,,,,,
33.78321623,-110.3106081,0,11.09000015,27,0,152,1256,,,,,,,
32.38135597,-110.7884193,0,14.47000027,26.56999969,13.25,152,1511,,,,,,,
31.41804519,-111.8429777,0,14.5,30,0,,835,,,,,,,
36.43505684,-111.0582167,0,8.590000153,23.39999962,0,152,1882,,,,,,,
32.64618607,-110.2081764,2,12.15999985,26.04999924,0,152,1544,,,,,,,
32.91201271,-110.7177944,2,17.93000031,33.70999908,0,152,636,,,,,,,
33.57242399,-109.512511,0,5.53000021,20.20999908,0,142,2109,,,,,,,
31.95644339,-109.8034837,0,11.55000019,27.37000084,5.769999981,61,1294,,,,,,,
35.29895689,-111.8429037,0,2.180000067,19.04999924,0,142,2278,,,,,,,
34.37976052,-109.756122,0,5.179999828,21.65999985,0,142,2042,,,,,,,
35.18535684,-111.6462821,0,2.299999952,21.20000076,0,142,2101,,,,,,,
34.30352323,-110.9476162,0,8.630000114,21.81999969,0,142,2001,,,,,,,
33.15405258,-109.1863493,0,7.489999771,21.76000023,0,142,1660,,,,,,,
34.88640189,-109.2162642,0,3.130000114,24.11000061,0,152,1920,,,,,,,
32.86775096,-110.1996413,0,9.899999619,24.29000092,0,152,1896,,,,,,,
32.4823147,-110.9004725,0,18.01000023,31.13999939,0,122,910,,,,,,,
35.5051133,-110.158054,0,5.019999981,23.55999947,0,152,1986,,,,,,,
33.07675016,-111.0109293,5,17.55999947,33.06999969,0,152,679,,,,,,,
36.58688917,-111.1315792,0,9.350000381,23.43000031,0,152,1839,,,,,,,
33.71545113,-110.2789306,0,9.420000076,25.65999985,0,152,1479,,,,,,,
33.1144959,-111.9259755,3,18.95000076,34.90000153,0,2,358,,,,,,,
31.72448448,-109.7141552,0,11.88000011,27.68000031,4.090000153,61,1271,,,,,,,
34.5985664,-111.5659339,0,8.489999771,23.20999908,0,152,1795,,,,,,,
32.89492514,-110.4006416,0,15.06000042,30.20000076,0,152,1077,,,,,,,
33.54341393,-110.7174624,0,9.229999542,24.57999992,0,142,1546,,,,,,,
35.1604813,-111.8974778,0,4.429999828,20.68000031,0,142,2156,,,,,,,
34.51748524,-109.8810685,0,6.230000019,24.15999985,0,152,1786,,,,,,,
35.25329668,-110.2497861,0,6.03000021,23.97999954,0,152,1777,,,,,,,
36.19526071,-111.4001248,0,9.170000076,25.20999908,0,152,1530,,,,,,,
34.20986797,-111.2333793,0,10.57999992,26.44000053,0,152,1427,,,,,,,
34.79633702,-111.4419175,0,5.519999981,19.54000092,0,142,2253,,,,,,,
31.34285887,-109.3658919,0,9.880000114,26.84000015,0,121,1274,,,,,,,
32.03770008,-111.68749,0,15.51000023,30.38999939,1.24000001,152,864,,,,,,,
31.6962757,-110.7012569,2,12.07999992,25.98999977,6.28000021,152,1541,,,,,,,
36.99266068,-109.2251839,0,4.570000172,24.45000076,0,152,1579,,,,,,,
36.92525958,-109.127747,0,4.349999905,24.51000023,0,152,1559,,,,,,,
34.89788633,-110.2555979,0,7.139999866,25.85000038,0,152,1544,,,,,,,
35.96751569,-111.3969988,0,10.17000008,26.92000008,0,122,1323,,,,,,,
32.82993554,-111.6071447,0,18.87999916,34.02999878,0,61,450,,,,,,,
33.50065762,-109.6956029,0,7.079999924,22.63999939,0,142,1840,,,,,,,
32.71830455,-110.3116809,2,13.23999977,27.38999939,0,152,1254,,,,,,,
33.11195928,-111.5417304,3,18.79000092,33.86999893,0,152,473,,,,,,,
33.42783587,-110.6976414,2,13.06999969,28.69000053,0,152,1138,,,,,,,
35.30229744,-111.097363,0,8.760000229,25.37000084,0,122,1513,,,,,,,
36.76880952,-111.0974795,0,10.31000042,24.02000046,0,152,1666,,,,,,,
32.67689339,-111.5850268,5,18.82999992,33.77999878,0,61,487,,,,,,,
33.7117417,-111.4266027,0,13.97999954,27.73999977,0,152,1306,,,,,,,
35.5349642,-111.3346454,0,8.399999619,25.79000092,0,152,1421,,,,,,,
31.47203612,-109.8264096,0,12.34000015,26.97999954,0.7200000286,152,1396,,,,,,,
36.15670198,-110.0295602,0,5.880000114,22.28000069,0,152,2012,,,,,,,
35.11610009,-110.1719143,0,6.730000019,25.14999962,0,152,1653,,,,,,,
31.34029235,-110.3702164,0,10.89000034,25.93000031,7.690000057,152,1618,,,,,,,
33.46623104,-109.666107,0,7.25,22.20000076,0,142,2013,,,,,,,
36.54410599,-110.4558135,0,7.909999847,21.98999977,0,142,2169,,,,,,,
35.42491936,-111.4896609,0,4.550000191,21.92000008,0,142,1890,,,,,,,
34.8516324,-109.7107286,0,5.96999979,24.85000038,0,176,1711,,,,,,,
33.46323176,-111.2359587,0,13.93999958,28.70000076,0,152,1240,,,,,,,
36.95320786,-109.2530906,0,4.489999771,24.19000053,0,152,1616,,,,,,,
35.54939561,-109.5221475,0,4.130000114,22.54999924,0,152,2020,,,,,,,
34.07235445,-111.2331939,0,11.78999996,26.54999924,0,152,1321,,,,,,,
32.10449403,-111.3653854,0,16.59000015,30.94000053,1.929999948,152,791,,,,,,,
33.05888196,-111.0137495,5,17.06999969,32.08000183,0,152,764,,,,,,,
36.12668375,-111.2254457,0,9.390000343,25.5,0,152,1500,,,,,,,
34.78934558,-109.2594023,0,3.49000001,24.80999947,0,152,1840,,,,,,,
31.84194967,-109.2448755,0,9.460000038,20.43000031,24.69000053,143,2212,,,,,,,
35.92875639,-109.8675038,0,5.239999771,21.18000031,0,142,2214,,,,,,,
34.48283657,-109.9236145,0,6.179999828,23.77000046,0,152,1816,,,,,,,
35.21122788,-110.65759,0,8.090000153,26.40999985,0,152,1473,,,,,,,
33.3395886,-111.452444,0,18.47999954,33.27000046,0,152,538,,,,,,,
31.40029953,-109.4715952,0,10.42000008,26.76000023,0,152,1335,,,,,,,
35.84603638,-111.3937765,0,9.840000153,26.95000076,0,152,1314,,,,,,,
36.37114634,-110.7493423,0,7.599999905,22.67000008,0,152,2089,,,,,,,
31.73813456,-111.8884959,0,14.67000008,32.22000122,0,152,689,,,,,,,
32.8648589,-111.1868378,0,17.92000008,32.31000137,0,152,741,,,,,,,
32.4343548,-109.5830253,0,12.31999969,28.37999916,0,152,1192,,,,,,,
32.02943978,-111.8794539,0,15.72999954,29.45999908,0.2300000042,152,973,,,,,,,
35.90067936,-109.4339455,0,3.880000114,22.65999985,0,152,1951,,,,,,,
32.42630821,-111.4155134,0,18.45000076,32.58000183,3.00999999,152,648,,,,,,,
35.50813668,-109.4937752,0,4.03000021,22.70999908,0,152,2027,,,,,,,
32.05359408,-109.6222254,0,11.35999966,27.26000023,4.519999981,152,1355,,,,,,,
35.65117307,-110.5178426,0,6.75,25.10000038,0,152,1660,,,,,,,
35.91130645,-110.5757168,0,6.840000153,24.57999992,0,152,1729,,,,,,,
31.70365407,-110.3717843,0,13.23999977,27.21999931,2.75999999,152,1356,,,,,,,
33.40786261,-110.8518515,0,14.07999992,29.30999947,0,122,1025,,,,,,,
36.20974463,-110.5311604,0,7.119999886,23.18000031,0,152,1962,,,,,,,
34.62740593,-111.6211454,0,8.409999847,24.27000046,0,142,1697,,,,,,,
32.59654219,-110.2485913,0,11.97000027,25.44000053,0,152,1580,,,,,,,
33.29182344,-111.5398493,0,18.80999947,34.02000046,0,152,461,,,,,,,
35.33321357,-110.096006,0,6.130000114,24.84000015,0,152,1711,,,,,,,
33.19760594,-111.7888127,0,19.02000046,34.79000092,0,61,376,,,,,,,
34.6651326,-110.7780658,0,6.760000229,22.96999931,0,152,1874,,,,,,,
33.66410526,-110.7262964,0,12.93000031,28.59000015,0,152,1097,,,,,,,
34.32021931,-109.3463573,0,5.289999962,24.22999954,0,152,1882,,,,,,,
31.54257962,-110.5260054,0,11.55000019,26,7.369999886,121,1538,,,,,,,
34.47692057,-109.9519227,0,6.25,23.92000008,0,152,1821,,,,,,,
32.06187879,-111.1238016,0,17.06999969,30.60000038,3.349999905,152,897,,,,,,,
35.04153797,-109.4904791,0,4.320000172,24.43000031,0,176,1805,,,,,,,
31.35647749,-111.4472298,0,12.02000046,29.27000046,5.670000076,,1167,,,,,,,
35.66421221,-110.8127366,0,6.840000153,24.82999992,0,152,1672,,,,,,,
35.66369861,-109.5674958,0,4.170000076,22.43000031,0,152,2034,,,,,,,
33.69124721,-110.9599749,0,15.10999966,30.06999969,0,152,809,,,,,,,
36.1259057,-109.1077919,0,4.079999924,20.17000008,0,142,2220,,,,,,,
34.11601671,-109.6635151,0,2.789999962,15.82999992,0,142,2727,,,,,,,
32.65079056,-109.8208884,0,7.349999905,21.37000084,0,142,2051,,,,,,,
32.84936625,-110.5136256,2,13.96000004,28.10000038,0,152,1510,,,,,,,
34.07142665,-109.7437178,0,3.980000019,18.25,0,142,2404,,,,,,,
36.43228721,-109.801541,0,5.389999866,23.56999969,0,152,1820,,,,,,,
32.0899837,-110.7512692,0,17.20999908,30.81999969,6.519999981,152,926,,,,,,,
32.4137632,-111.9284749,0,17.85000038,33.36999893,0,152,517,,,,,,,
31.89704803,-109.6510051,0,11.60999966,27.46999931,4.480000019,61,1326,,,,,,,
33.8806068,-111.5895713,5,16.61000061,30.64999962,0,152,736,,,,,,,
34.80719563,-109.3282691,0,4.070000172,25.07999992,0,176,1788,,,,,,,
33.22455131,-109.2426269,0,8.460000038,24.70000076,0,152,1594,,,,,,,
35.64816338,-110.8862184,0,7.429999828,25.26000023,0,152,1610,,,,,,,
33.63295979,-109.3166754,0,3.480000019,15.85000038,0,142,2752,,,,,,,
35.18897073,-109.3819551,0,3.559999943,24.84000015,0,176,1761,,,,,,,
33.52469491,-111.5061858,0,18,32.09000015,0,152,709,,,,,,,
35.63659222,-111.1989337,0,9.420000076,25.35000038,0,152,1464,,,,,,,
32.77562442,-110.904728,0,15.36999989,28.60000038,0,152,1257,,,,,,,
32.54952666,-110.9637586,0,17.26000023,30.31999969,0,152,1044,,,,,,,
33.00945384,-110.2123723,0,12.67000008,28.26000023,0,152,1322,,,,,,,
31.85468184,-110.6679261,0,13.84000015,27.5,8.600000381,152,1331,,,,,,,
31.95892522,-109.826036,0,11.67000008,27.37999916,5.699999809,61,1296,,,,,,,
34.5727424,-110.4336198,0,6.619999886,23.43000031,0,152,1824,,,,,,,
33.50237901,-110.0979021,0,8.270000458,24.28000069,0,142,1694,,,,,,,
36.3647291,-109.7484131,0,5.119999886,24.20999908,0,152,1723,,,,,,,
34.1584672,-111.6296103,0,14.01000023,27.37999916,0,142,1399,,,,,,,
33.58538278,-110.5883136,0,9.640000343,25.72999954,0,152,1447,,,,,,,
32.88756801,-110.1209393,0,13.09000015,28.54000092,0,152,1230,,,,,,,
34.19037747,-110.4464877,0,7.150000095,23.70000076,0,142,1761,,,,,,,
32.27559139,-110.5281176,0,12.88000011,25.56999969,11.81000042,152,1457,,,,,,,
32.94422357,-110.3049489,0,11.68000031,26.29999924,0,142,1601,,,,,,,
